City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country
421,padang,-0.9492,100.3543,23.03,84,96,1.85,ID
422,grindavik,63.8424,-22.4338,1.26,69,100,5.14,IS
423,alytus,54.4,24.05,7.18,76,100,7.75,LT
424,kralendijk,12.15,-68.2667,26.99,65,20,9.26,BQ
425,aplahoue,6.9333,1.6833,23.88,42,43,0.96,BJ
426,clyde river,70.4692,-68.5914,-32.87,68,75,1.54,CA
427,tigre,-34.426,-58.5796,13.48,70,0,4.63,AR
428,fairmont,39.4851,-80.1426,0.21,74,100,4.75,US
429,pereira barreto,-20.6383,-51.1092,20.68,91,99,2.22,BR
430,sanming,26.2486,117.6186,11.69,82,87,0.72,CN
431,makakilo city,21.3469,-158.0858,22.18,87,40,2.06,US
432,sobolevo,54.4299,31.8996,-5.89,94,100,7.77,RU
433,wanning,18.8003,110.3967,20.45,87,100,2.93,CN
434,talcahuano,-36.7167,-73.1167,22.82,31,0,7.2,CL
435,kihei,20.785,-156.4656,23.8,91,75,3.6,US
436,yumen,40.2833,97.2,-7.08,48,35,3.35,CN
437,lompoc,34.6391,-120.4579,18.25,43,20,4.12,US
438,vadso,70.0744,29.7487,0.09,80,75,6.17,NO
439,kumi,36.1136,128.336,4.82,62,98,1.07,KR
440,sao luiz gonzaga,-28.4083,-54.9608,17.59,21,4,4.73,BR
441,portobelo,9.55,-79.65,23.95,84,78,6.96,PA
442,gazli,40.1333,63.45,1.71,69,3,0.17,UZ
443,cortez,37.3489,-108.5859,2.61,57,0,2.06,US
444,cairo montenotte,44.4031,8.2746,11.01,89,18,1.87,IT
445,vryburg,-26.9566,24.7284,18.41,89,26,2.6,ZA
446,sar-e pul,35.8333,66.1667,4.14,90,100,0.75,AF
447,namatanai,-3.6667,152.4333,28.72,71,62,2.53,PG
448,karaton,-6.3424,106.1045,22.26,95,100,1.03,ID
449,solanea,-6.755,-35.54,24.29,80,85,4.13,BR
450,effingham,32.3669,-81.3332,17.25,56,96,5.33,US
451,chara,56.9064,118.2631,-20.59,96,100,0.06,RU
452,mazyr,52.0495,29.2456,2.82,94,100,6.33,BY
453,kavaratti,10.5669,72.642,26.07,70,64,0.53,IN
454,doba,8.65,16.85,23.74,21,2,2.82,TD
455,gondar,12.6,37.4667,15.38,61,20,2.34,ET
456,polunochnoye,60.8697,60.4153,-21.13,100,100,1.06,RU
457,winslow,35.0242,-110.6974,2.1,44,0,3.09,US
458,loa janan,-0.583,117.095,23.07,98,97,0.5,ID
459,san agustin acasaguastlan,14.95,-89.9667,32.17,42,0,3.46,GT
460,kannangad,12.3081,75.1063,22.09,88,15,1.73,IN
461,qeshm,26.9581,56.2719,20.94,77,0,5.58,IR
462,lima,-12.0432,-77.0282,26.14,61,0,3.09,PE
463,dankov,53.2515,39.1555,-16.4,100,94,1.57,RU
464,luderitz,-26.6481,15.1594,17.06,94,4,4.95,NA
465,alta floresta,-9.8756,-56.0861,22.3,97,100,1.08,BR
466,tucumcari,35.1717,-103.725,11.64,14,0,5.81,US
467,marinette,45.1,-87.6307,-2.95,50,0,5.66,US
468,pinerolo,44.8833,7.35,10.2,70,5,1.24,IT
469,charlton,42.1357,-71.9701,5.99,89,100,7.2,US
470,fairlie,55.756,-4.8556,5.95,88,100,1.34,GB
471,wodonga,-36.1167,146.8833,26.82,36,51,3.35,AU
472,bilibino,68.0546,166.4372,-32.45,96,100,1.41,RU
473,bonavista,48.6499,-53.1147,-1.51,95,100,3.42,CA
474,coihaique,-45.5752,-72.0662,19.34,45,0,2.06,CL
475,qaqortoq,60.7167,-46.0333,-2.63,63,100,9.05,GL
476,qasigiannguit,68.8193,-51.1922,-18.86,82,100,1.5,GL
477,pinhao,-25.6956,-51.6597,16.0,98,94,1.34,BR
478,devarkonda,16.7,78.9333,19.75,41,2,1.15,IN
479,strezhevoy,60.7333,77.5889,-19.69,100,98,2.44,RU
480,belaya gora,68.5333,146.4167,-43.84,100,67,0.5,RU
481,elat,29.5581,34.9482,11.91,62,0,4.12,IL
482,berlevag,70.8578,29.0864,-2.0,80,0,4.12,NO
483,poum,-20.2333,164.0167,26.38,65,8,5.49,NC
484,piacabucu,-10.4056,-36.4344,26.77,71,88,5.85,BR
485,praia da vitoria,38.7333,-27.0667,15.42,94,75,2.91,PT
486,santiago de cao,-7.9589,-79.2392,24.07,73,20,4.12,PE
487,khanpur,28.6453,70.6567,19.1,21,16,1.83,PK
488,nara,34.6851,135.8049,6.55,59,56,1.23,JP
489,skovorodino,53.9833,123.9167,-27.31,100,98,0.89,RU
490,mansa,29.9833,75.3833,14.18,47,17,1.86,IN
491,berdigestyakh,62.0989,126.6992,-17.78,99,100,0.9,RU
492,kholtoson,50.2981,103.3097,-21.3,89,33,2.33,RU
493,mildura,-34.2,142.15,23.3,35,15,5.91,AU
494,aktash,50.3,87.7333,-25.8,69,2,2.19,RU
495,matara,5.9485,80.5353,22.59,91,55,1.03,LK
496,hohhot,40.8106,111.6522,-2.84,100,40,0.0,CN
497,inirida,3.8653,-67.9239,26.36,78,69,0.82,CO
498,hasaki,35.7333,140.8333,1.79,53,0,2.32,JP
499,lake wales,27.9014,-81.5859,28.99,49,20,7.72,US
500,yulara,-25.2406,130.9889,27.75,49,0,7.41,AU
501,amapa,1.0,-52.0,22.37,98,100,1.14,BR
502,baruun-urt,46.6806,113.2792,-20.72,88,56,3.11,MN
503,husavik,66.0449,-17.3389,-4.64,75,75,2.91,IS
504,nago,26.5881,127.9761,17.24,67,62,5.01,JP
505,lata,40.1629,-8.3327,10.51,62,27,2.27,PT
506,takoradi,4.8845,-1.7554,25.93,85,16,2.4,GH
507,namibe,-15.1961,12.1522,21.96,80,40,1.99,AO
508,alice springs,-23.7,133.8833,22.75,88,100,5.14,AU
509,svetlyy,54.675,20.1347,6.03,81,77,15.15,RU
510,selaphum,16.0299,103.9383,17.95,79,15,2.68,TH
511,medicine hat,50.0501,-110.6683,4.56,37,20,2.57,CA
512,pisco,-13.7,-76.2167,27.03,69,0,3.6,PE
513,tashara,55.5195,83.5094,-22.05,100,11,1.25,RU
514,kimberley,-28.7323,24.7623,18.83,94,34,6.17,ZA
515,walvis bay,-22.9575,14.5053,18.38,94,0,1.03,NA
516,neiafu,-18.65,-173.9833,29.38,84,40,3.09,TO
517,arlit,18.7369,7.3853,18.19,19,82,3.04,NE
518,pozo colorado,-23.4923,-58.7972,22.34,70,97,2.27,PY
519,dhandhuka,22.3667,71.9833,23.19,24,0,3.56,IN
520,tavda,58.0425,65.2726,-16.34,97,100,2.27,RU
521,bongaree,-27.0797,153.1586,27.34,66,59,2.23,AU
522,dangriga,16.9692,-88.2321,25.95,77,35,4.6,BZ
523,ratholo,-22.7245,27.572,20.97,82,91,4.56,BW
524,port pirie,-33.1833,138.0167,22.71,47,0,3.95,AU
525,inuvik,68.3499,-133.7218,-23.44,76,0,3.09,CA
526,plover,44.4564,-89.544,-1.68,37,0,4.63,US
527,korcula,42.9622,17.1369,12.13,67,4,0.88,HR
528,kushiro,42.975,144.3747,-4.47,80,20,2.06,JP
529,astoria,46.1879,-123.8313,9.4,89,100,0.45,US
530,khani,41.9563,42.9566,-4.24,81,53,3.17,GE
531,nouakchott,18.0858,-15.9785,19.96,37,100,6.36,MR
532,cabo san lucas,22.8909,-109.9124,23.12,68,40,3.6,MX
533,kolondieba,11.0882,-6.8926,27.65,13,87,2.74,ML
534,kingaroy,-26.5333,151.8333,25.0,51,19,1.82,AU
535,saint anthony,45.0205,-93.218,-1.73,58,0,7.72,US
536,honiara,-9.4333,159.95,29.93,70,94,0.23,SB
537,rongcheng,30.634,117.8517,9.33,83,23,0.9,CN
538,llanes,43.4198,-4.7549,11.05,78,5,1.61,ES
539,bangassou,4.7413,22.8184,21.01,30,76,1.99,CF
540,lakes entrance,-37.8811,147.981,21.2,66,3,3.69,AU
541,newport,51.5877,-2.9984,11.15,95,100,8.61,GB
542,beloha,-25.1667,45.05,24.51,81,95,1.35,MG
543,anadyr,64.75,177.4833,-21.72,76,0,0.0,RU
544,naifaru,5.4444,73.3657,26.02,72,36,5.54,MV
545,puerto rondon,6.2805,-71.1,29.65,38,25,3.0,CO
546,celestun,20.8667,-90.4,25.26,77,3,5.64,MX
547,prince rupert,54.3161,-130.3201,3.83,93,100,10.8,CA
548,ekhabi,53.5102,142.9671,-26.0,100,100,2.63,RU
549,sault sainte marie,46.5168,-84.3333,-6.84,62,0,0.0,CA
550,san matias,-16.3667,-58.4,24.08,86,100,0.42,BO
551,tupik,54.4253,119.9327,-29.47,100,79,0.94,RU
